GC_Content	AT_Content	Sequence_Length	Num_A	Num_T	Num_C	Num_G	kmer_3_freq	Mutation_Flag	Class_Label	Disease_Risk	GC_AT_Sum	Risk_Level_Num
42.0	58.0	100	29	29	19	23	0.817	0	Bacteria	High	100.0	3
52.0	48.0	100	20	28	23	29	0.366	0	Plant	Medium	100.0	2
49.0	51.0	100	28	23	25	24	0.398	0	Plant	Medium	100.0	2
50.0	50.0	100	28	22	20	30	0.539	0	Virus	Low	100.0	1
52.0	48.0	100	28	20	22	30	0.82	0	Plant	Low	100.0	1
42.0	58.0	100	29	29	20	22	0.931	0	Human	High	100.0	3
56.0	44.0	100	24	20	26	30	0.862	1	Bacteria	Medium	100.0	2
55.0	45.0	100	23	22	27	28	0.762	1	Human	High	100.0	3
55.0	45.0	100	23	22	27	28	0.468	1	Plant	High	100.0	3
51.0	49.0	100	24	25	27	24	0.265	1	Virus	Low	100.0	1
50.0	50.0	100	20	30	26	24	0.777	1	Human	Low	100.0	1
44.0	56.0	100	24	32	19	25	0.501	0	Bacteria	Medium	100.0	2
56.0	44.0	100	22	22	26	30	0.215	1	Human	Medium	100.0	2
54.0	46.0	100	27	19	19	35	0.625	0	Plant	Low	100.0	1
47.0	53.0	100	29	24	20	27	0.343	0	Human	Low	100.0	1
46.0	54.0	100	28	26	25	21	0.605	1	Virus	High	100.0	3
51.0	49.0	100	31	18	30	21	0.162	0	Human	Low	100.0	1
49.0	51.0	100	27	24	29	20	0.754	0	Plant	Low	100.0	1
46.0	54.0	100	22	32	23	23	0.248	1	Virus	Low	100.0	1
40.0	60.0	100	28	32	18	22	0.972	1	Bacteria	High	100.0	3
54.0	46.0	100	22	24	22	32	0.263	1	Plant	High	100.0	3
53.0	47.0	100	27	20	26	27	0.438	0	Plant	Medium	100.0	2
57.0	43.0	100	18	25	28	29	0.315	1	Human	Medium	100.0	2
41.0	59.0	100	25	34	26	15	0.896	0	Plant	Medium	100.0	2
52.0	48.0	100	25	23	26	26	0.575	0	Virus	High	100.0	3
51.0	49.0	100	21	28	21	30	0.97	0	Human	High	100.0	3
45.0	55.0	100	28	27	21	24	0.482	1	Virus	High	100.0	3
50.0	50.0	100	22	28	22	28	0.306	1	Plant	High	100.0	3
53.0	47.0	100	18	29	26	27	0.823	1	Human	Low	100.0	1
43.0	57.0	100	29	28	18	25	0.812	0	Virus	Low	100.0	1
51.0	49.0	100	26	23	29	22	0.901	1	Virus	Low	100.0	1
50.0	50.0	100	23	27	25	25	0.326	0	Plant	Low	100.0	1
57.0	43.0	100	18	25	29	28	0.882	1	Bacteria	Medium	100.0	2
46.0	54.0	100	20	34	26	20	0.426	0	Plant	High	100.0	3
48.0	52.0	100	28	24	22	26	0.205	1	Human	High	100.0	3
56.0	44.0	100	23	21	34	22	0.538	1	Plant	High	100.0	3
54.0	46.0	100	25	21	23	31	0.425	0	Plant	Medium	100.0	2
52.0	48.0	100	22	26	24	28	0.959	0	Bacteria	Medium	100.0	2
53.0	47.0	100	26	21	24	29	0.154	0	Human	Low	100.0	1
41.0	59.0	100	35	24	22	19	0.779	1	Virus	Low	100.0	1
51.0	49.0	100	28	21	24	27	0.449	0	Virus	High	100.0	3
54.0	46.0	100	27	19	22	32	0.556	1	Virus	High	100.0	3
50.0	50.0	100	20	30	22	28	0.934	0	Bacteria	High	100.0	3
50.0	50.0	100	21	29	23	27	0.143	0	Human	High	100.0	3
56.0	44.0	100	20	24	21	35	0.847	1	Human	Low	100.0	1
53.0	47.0	100	19	28	21	32	0.473	0	Plant	High	100.0	3
58.0	42.0	100	22	20	27	31	0.242	1	Bacteria	Medium	100.0	2
49.0	51.0	100	25	26	29	20	0.35	1	Virus	High	100.0	3
42.0	58.0	100	29	29	24	18	0.283	0	Plant	High	100.0	3
47.0	53.0	100	23	30	25	22	0.2	1	Plant	Low	100.0	1
56.0	44.0	100	25	19	23	33	0.454	0	Virus	Low	100.0	1
51.0	49.0	100	24	25	25	26	0.237	0	Virus	Medium	100.0	2
49.0	51.0	100	19	32	22	27	0.166	1	Bacteria	High	100.0	3
50.0	50.0	100	21	29	24	26	0.6	0	Virus	High	100.0	3
40.0	60.0	100	28	32	21	19	0.356	1	Virus	Low	100.0	1
47.0	53.0	100	32	21	25	22	0.602	0	Virus	Low	100.0	1
51.0	49.0	100	27	22	28	23	0.203	1	Virus	Low	100.0	1
49.0	51.0	100	20	31	26	23	0.366	1	Virus	High	100.0	3
56.0	44.0	100	19	25	21	35	0.72	1	Bacteria	High	100.0	3
47.0	53.0	100	20	33	31	16	0.838	1	Plant	Low	100.0	1
52.0	48.0	100	25	23	23	29	0.281	1	Virus	High	100.0	3
61.0	39.0	100	22	17	30	31	0.818	1	Human	Low	100.0	1
53.0	47.0	100	23	24	30	23	0.757	1	Plant	High	100.0	3
42.0	58.0	100	28	30	18	24	0.675	1	Human	High	100.0	3
54.0	46.0	100	24	22	21	33	0.325	0	Human	Low	100.0	1
57.0	43.0	100	20	23	32	25	0.868	1	Bacteria	High	100.0	3
54.0	46.0	100	29	17	25	29	0.215	1	Virus	High	100.0	3
48.0	52.0	100	23	29	23	25	0.367	1	Human	High	100.0	3
54.0	46.0	100	16	30	23	31	1.0	1	Plant	Medium	100.0	2
40.0	60.0	100	28	32	20	20	0.796	0	Plant	Medium	100.0	2
47.0	53.0	100	25	28	30	17	0.25	1	Virus	Medium	100.0	2
51.0	49.0	100	22	27	24	27	0.859	0	Bacteria	Low	100.0	1
61.0	39.0	100	16	23	32	29	0.861	1	Human	High	100.0	3
49.0	51.0	100	24	27	21	28	0.615	0	Virus	Medium	100.0	2
44.0	56.0	100	31	25	26	18	0.266	0	Virus	Low	100.0	1
55.0	45.0	100	19	26	20	35	0.343	0	Human	High	100.0	3
52.0	48.0	100	22	26	28	24	0.272	0	Human	High	100.0	3
49.0	51.0	100	23	28	25	24	0.836	0	Human	High	100.0	3
42.0	58.0	100	37	21	21	21	0.368	0	Virus	Low	100.0	1
45.0	55.0	100	31	24	21	24	0.985	1	Plant	Medium	100.0	2
47.0	53.0	100	31	22	25	22	0.398	0	Virus	Low	100.0	1
51.0	49.0	100	25	24	27	24	0.456	1	Bacteria	High	100.0	3
56.0	44.0	100	28	16	27	29	0.981	0	Human	High	100.0	3
46.0	54.0	100	28	26	17	29	0.683	1	Plant	High	100.0	3
50.0	50.0	100	26	24	20	30	0.414	0	Virus	Low	100.0	1
49.0	51.0	100	19	32	23	26	0.288	1	Plant	High	100.0	3
54.0	46.0	100	27	19	30	24	0.73	0	Bacteria	Medium	100.0	2
47.0	53.0	100	28	25	20	27	0.495	1	Virus	Medium	100.0	2
54.0	46.0	100	21	25	26	28	0.838	0	Bacteria	Low	100.0	1
49.0	51.0	100	28	23	23	26	0.112	1	Plant	Medium	100.0	2
51.0	49.0	100	21	28	26	25	0.17	0	Plant	High	100.0	3
52.0	48.0	100	20	28	19	33	0.681	1	Bacteria	Low	100.0	1
46.0	54.0	100	22	32	22	24	0.47	1	Plant	High	100.0	3
51.0	49.0	100	24	25	30	21	0.741	1	Human	Medium	100.0	2
52.0	48.0	100	18	30	19	33	0.633	0	Bacteria	Low	100.0	1
47.0	53.0	100	26	27	23	24	0.583	1	Virus	Medium	100.0	2
51.0	49.0	100	22	27	22	29	0.404	1	Plant	High	100.0	3
47.0	53.0	100	27	26	14	33	0.676	1	Human	High	100.0	3
39.0	61.0	100	26	35	17	22	0.661	1	Human	Medium	100.0	2
48.0	52.0	100	21	31	21	27	0.572	0	Human	High	100.0	3
49.0	51.0	100	31	20	30	19	0.801	1	Bacteria	Medium	100.0	2
48.0	52.0	100	28	24	29	19	0.738	0	Human	High	100.0	3
50.0	50.0	100	24	26	28	22	0.588	1	Plant	High	100.0	3
44.0	56.0	100	29	27	22	22	0.254	0	Virus	Medium	100.0	2
57.0	43.0	100	18	25	26	31	0.749	0	Bacteria	Medium	100.0	2
56.0	44.0	100	23	21	32	24	0.348	0	Human	Low	100.0	1
60.0	40.0	100	23	17	33	27	0.663	1	Human	High	100.0	3
53.0	47.0	100	24	23	23	30	0.142	1	Bacteria	High	100.0	3
55.0	45.0	100	16	29	30	25	0.285	1	Virus	Low	100.0	1
54.0	46.0	100	27	19	28	26	0.872	0	Virus	High	100.0	3
49.0	51.0	100	21	30	25	24	0.47	0	Bacteria	Low	100.0	1
54.0	46.0	100	26	20	26	28	0.795	0	Human	High	100.0	3
46.0	54.0	100	25	29	18	28	0.557	0	Virus	High	100.0	3
44.0	56.0	100	27	29	25	19	0.438	1	Virus	High	100.0	3
51.0	49.0	100	22	27	30	21	0.202	0	Human	Medium	100.0	2
42.0	58.0	100	25	33	21	21	0.823	0	Human	Medium	100.0	2
44.0	56.0	100	22	34	25	19	0.469	0	Virus	Low	100.0	1
46.0	54.0	100	31	23	24	22	0.834	0	Human	Medium	100.0	2
51.0	49.0	100	23	26	25	26	0.467	0	Virus	Low	100.0	1
38.0	62.0	100	33	29	21	17	0.42	0	Human	Medium	100.0	2
49.0	51.0	100	22	29	29	20	0.291	0	Human	Low	100.0	1
47.0	53.0	100	26	27	21	26	0.997	1	Bacteria	Medium	100.0	2
51.0	49.0	100	26	23	27	24	0.472	1	Bacteria	Low	100.0	1
59.0	41.0	100	20	21	27	32	0.223	1	Bacteria	Medium	100.0	2
47.0	53.0	100	25	28	28	19	0.11	1	Plant	Low	100.0	1
50.0	50.0	100	21	29	23	27	0.285	0	Plant	Medium	100.0	2
47.0	53.0	100	25	28	19	28	0.831	0	Bacteria	Medium	100.0	2
57.0	43.0	100	28	15	27	30	0.425	1	Bacteria	High	100.0	3
49.0	51.0	100	25	26	27	22	0.199	0	Virus	High	100.0	3
55.0	45.0	100	18	27	24	31	0.449	0	Plant	Low	100.0	1
52.0	48.0	100	27	21	28	24	0.388	1	Plant	Medium	100.0	2
56.0	44.0	100	25	19	29	27	0.821	0	Virus	Low	100.0	1
45.0	55.0	100	29	26	22	23	0.681	1	Human	Medium	100.0	2
53.0	47.0	100	21	26	19	34	0.277	0	Virus	Medium	100.0	2
49.0	51.0	100	23	28	33	16	0.993	0	Bacteria	Low	100.0	1
53.0	47.0	100	25	22	26	27	0.594	0	Virus	Low	100.0	1
40.0	60.0	100	27	33	13	27	0.552	0	Bacteria	High	100.0	3
52.0	48.0	100	25	23	31	21	0.538	0	Bacteria	High	100.0	3
42.0	58.0	100	29	29	22	20	0.595	0	Bacteria	Medium	100.0	2
57.0	43.0	100	19	24	26	31	0.408	1	Bacteria	Low	100.0	1
45.0	55.0	100	22	33	21	24	0.892	1	Bacteria	Medium	100.0	2
47.0	53.0	100	30	23	26	21	0.637	1	Plant	Medium	100.0	2
48.0	52.0	100	27	25	29	19	0.412	1	Virus	High	100.0	3
60.0	40.0	100	15	25	27	33	0.218	1	Human	High	100.0	3
55.0	45.0	100	20	25	28	27	0.334	1	Bacteria	Medium	100.0	2
40.0	60.0	100	25	35	17	23	0.489	0	Human	High	100.0	3
53.0	47.0	100	18	29	21	32	0.259	0	Plant	High	100.0	3
42.0	58.0	100	30	28	19	23	0.114	0	Virus	Medium	100.0	2
45.0	55.0	100	30	25	21	24	0.794	0	Virus	High	100.0	3
51.0	49.0	100	25	24	20	31	0.451	0	Plant	Medium	100.0	2
46.0	54.0	100	29	25	18	28	0.149	1	Plant	High	100.0	3
53.0	47.0	100	27	20	34	19	0.261	1	Bacteria	Medium	100.0	2
45.0	55.0	100	26	29	26	19	0.715	1	Bacteria	Low	100.0	1
55.0	45.0	100	25	20	27	28	0.191	1	Human	Medium	100.0	2
57.0	43.0	100	18	25	35	22	0.718	0	Plant	Medium	100.0	2
45.0	55.0	100	36	19	20	25	0.471	0	Bacteria	High	100.0	3
52.0	48.0	100	25	23	27	25	0.517	0	Bacteria	Medium	100.0	2
59.0	41.0	100	18	23	24	35	0.78	1	Virus	High	100.0	3
64.0	36.0	100	14	22	31	33	0.32	1	Virus	High	100.0	3
52.0	48.0	100	29	19	24	28	0.833	0	Virus	Low	100.0	1
47.0	53.0	100	28	25	18	29	0.1	1	Virus	High	100.0	3
45.0	55.0	100	27	28	18	27	0.312	0	Virus	High	100.0	3
46.0	54.0	100	27	27	21	25	0.243	1	Bacteria	Low	100.0	1
49.0	51.0	100	33	18	30	19	0.855	0	Plant	Medium	100.0	2
53.0	47.0	100	27	20	25	28	0.206	0	Virus	High	100.0	3
49.0	51.0	100	25	26	26	23	0.707	0	Plant	High	100.0	3
54.0	46.0	100	23	23	28	26	0.478	1	Bacteria	Medium	100.0	2
44.0	56.0	100	33	23	25	19	0.871	1	Human	Low	100.0	1
50.0	50.0	100	26	24	24	26	0.715	1	Virus	High	100.0	3
50.0	50.0	100	28	22	18	32	0.935	0	Bacteria	Low	100.0	1
47.0	53.0	100	25	28	17	30	0.844	1	Human	Low	100.0	1
51.0	49.0	100	24	25	24	27	0.606	1	Human	Medium	100.0	2
47.0	53.0	100	26	27	29	18	0.711	0	Human	Low	100.0	1
49.0	51.0	100	30	21	23	26	0.24	1	Plant	Medium	100.0	2
44.0	56.0	100	26	30	19	25	0.226	0	Plant	High	100.0	3
45.0	55.0	100	25	30	29	16	0.579	1	Virus	Medium	100.0	2
55.0	45.0	100	12	33	20	35	0.855	1	Human	High	100.0	3
56.0	44.0	100	22	22	28	28	0.79	0	Human	High	100.0	3
59.0	41.0	100	22	19	29	30	0.548	1	Virus	High	100.0	3
54.0	46.0	100	29	17	25	29	0.689	1	Bacteria	Low	100.0	1
57.0	43.0	100	24	19	22	35	0.814	1	Plant	Medium	100.0	2
49.0	51.0	100	29	22	22	27	0.997	1	Bacteria	High	100.0	3
42.0	58.0	100	28	30	24	18	0.691	1	Bacteria	Medium	100.0	2
46.0	54.0	100	24	30	22	24	0.115	1	Bacteria	Low	100.0	1
48.0	52.0	100	29	23	22	26	0.829	1	Plant	Low	100.0	1
55.0	45.0	100	21	24	31	24	0.384	0	Bacteria	High	100.0	3
38.0	62.0	100	26	36	15	23	0.701	1	Virus	High	100.0	3
55.0	45.0	100	28	17	31	24	0.507	1	Plant	High	100.0	3
52.0	48.0	100	20	28	29	23	0.484	1	Plant	Low	100.0	1
53.0	47.0	100	22	25	29	24	0.959	1	Bacteria	Low	100.0	1
48.0	52.0	100	24	28	26	22	0.557	0	Human	High	100.0	3
46.0	54.0	100	31	23	29	17	0.597	0	Human	High	100.0	3
47.0	53.0	100	28	25	20	27	0.224	1	Plant	Medium	100.0	2
49.0	51.0	100	24	27	25	24	0.211	1	Plant	Medium	100.0	2
53.0	47.0	100	27	20	28	25	0.993	0	Bacteria	High	100.0	3
45.0	55.0	100	30	25	22	23	0.622	0	Bacteria	Low	100.0	1
51.0	49.0	100	22	27	24	27	0.73	1	Human	High	100.0	3
53.0	47.0	100	24	23	29	24	0.731	1	Bacteria	Low	100.0	1
47.0	53.0	100	25	28	23	24	0.191	1	Plant	High	100.0	3
53.0	47.0	100	24	23	24	29	0.371	1	Plant	High	100.0	3
53.0	47.0	100	24	23	35	18	0.7	1	Plant	Medium	100.0	2
48.0	52.0	100	30	22	24	24	0.639	0	Virus	Medium	100.0	2
63.0	37.0	100	20	17	31	32	0.791	0	Plant	Low	100.0	1
45.0	55.0	100	19	36	22	23	0.59	1	Human	Medium	100.0	2
46.0	54.0	100	34	20	20	26	0.862	0	Human	Low	100.0	1
52.0	48.0	100	21	27	22	30	0.533	1	Plant	Low	100.0	1
39.0	61.0	100	31	30	15	24	0.767	1	Virus	High	100.0	3
43.0	57.0	100	26	31	19	24	0.411	0	Bacteria	Low	100.0	1
53.0	47.0	100	27	20	29	24	0.485	0	Plant	Low	100.0	1
44.0	56.0	100	26	30	22	22	0.742	1	Plant	High	100.0	3
53.0	47.0	100	19	28	27	26	0.927	0	Human	High	100.0	3
42.0	58.0	100	33	25	20	22	0.944	1	Human	Low	100.0	1
48.0	52.0	100	26	26	22	26	0.541	0	Human	Medium	100.0	2
51.0	49.0	100	24	25	28	23	0.96	0	Bacteria	Medium	100.0	2
48.0	52.0	100	32	20	27	21	0.513	1	Plant	Low	100.0	1
45.0	55.0	100	30	25	22	23	0.167	0	Bacteria	High	100.0	3
56.0	44.0	100	22	22	31	25	0.801	1	Bacteria	High	100.0	3
50.0	50.0	100	28	22	32	18	0.672	0	Bacteria	High	100.0	3
52.0	48.0	100	25	23	23	29	0.35	1	Plant	High	100.0	3
53.0	47.0	100	18	29	30	23	0.855	0	Human	High	100.0	3
56.0	44.0	100	19	25	30	26	0.246	0	Virus	Low	100.0	1
42.0	58.0	100	23	35	24	18	0.736	0	Human	Medium	100.0	2
50.0	50.0	100	25	25	28	22	0.155	0	Virus	Medium	100.0	2
54.0	46.0	100	22	24	24	30	0.646	0	Virus	Low	100.0	1
49.0	51.0	100	23	28	27	22	0.178	1	Virus	Low	100.0	1
50.0	50.0	100	21	29	27	23	0.356	0	Human	High	100.0	3
52.0	48.0	100	32	16	23	29	0.726	1	Bacteria	Low	100.0	1
42.0	58.0	100	31	27	20	22	0.792	1	Plant	High	100.0	3
45.0	55.0	100	31	24	25	20	0.556	1	Bacteria	High	100.0	3
61.0	39.0	100	22	17	37	24	0.183	1	Bacteria	Low	100.0	1
44.0	56.0	100	31	25	26	18	0.626	1	Plant	Low	100.0	1
53.0	47.0	100	24	23	32	21	0.897	0	Virus	High	100.0	3
55.0	45.0	100	22	23	26	29	0.877	1	Human	Medium	100.0	2
50.0	50.0	100	31	19	29	21	0.941	0	Virus	Low	100.0	1
50.0	50.0	100	22	28	29	21	0.46	1	Human	High	100.0	3
50.0	50.0	100	26	24	31	19	0.549	1	Plant	Low	100.0	1
58.0	42.0	100	24	18	32	26	0.393	0	Plant	High	100.0	3
45.0	55.0	100	28	27	21	24	0.884	0	Virus	High	100.0	3
50.0	50.0	100	28	22	14	36	0.778	1	Human	Low	100.0	1
45.0	55.0	100	26	29	23	22	0.15	0	Human	High	100.0	3
35.0	65.0	100	34	31	22	13	0.851	0	Human	Low	100.0	1
48.0	52.0	100	27	25	22	26	0.756	1	Bacteria	High	100.0	3
50.0	50.0	100	25	25	27	23	0.558	0	Bacteria	High	100.0	3
52.0	48.0	100	25	23	24	28	0.702	0	Human	Medium	100.0	2
52.0	48.0	100	26	22	20	32	0.12	0	Bacteria	Medium	100.0	2
63.0	37.0	100	22	15	30	33	0.958	1	Virus	High	100.0	3
53.0	47.0	100	23	24	25	28	0.796	0	Virus	Low	100.0	1
52.0	48.0	100	17	31	25	27	0.225	0	Plant	High	100.0	3
42.0	58.0	100	26	32	20	22	0.489	0	Plant	High	100.0	3
46.0	54.0	100	29	25	23	23	0.406	0	Human	High	100.0	3
53.0	47.0	100	25	22	22	31	0.304	1	Plant	Medium	100.0	2
45.0	55.0	100	26	29	20	25	0.434	0	Plant	Medium	100.0	2
45.0	55.0	100	34	21	21	24	0.866	0	Bacteria	Low	100.0	1
52.0	48.0	100	20	28	25	27	0.439	1	Human	Medium	100.0	2
58.0	42.0	100	26	16	28	30	0.183	1	Human	High	100.0	3
49.0	51.0	100	34	17	24	25	0.225	1	Plant	High	100.0	3
43.0	57.0	100	29	28	25	18	0.954	1	Bacteria	High	100.0	3
49.0	51.0	100	24	27	20	29	0.917	0	Human	Low	100.0	1
51.0	49.0	100	27	22	24	27	0.874	1	Bacteria	Low	100.0	1
44.0	56.0	100	30	26	23	21	0.179	1	Plant	Medium	100.0	2
48.0	52.0	100	24	28	28	20	0.522	1	Virus	Low	100.0	1
49.0	51.0	100	24	27	28	21	0.339	1	Bacteria	Medium	100.0	2
41.0	59.0	100	30	29	14	27	0.671	0	Plant	High	100.0	3
50.0	50.0	100	25	25	29	21	0.161	0	Plant	High	100.0	3
42.0	58.0	100	25	33	18	24	0.817	0	Bacteria	High	100.0	3
46.0	54.0	100	33	21	27	19	0.721	1	Virus	Low	100.0	1
45.0	55.0	100	24	31	24	21	0.914	1	Human	Low	100.0	1
55.0	45.0	100	19	26	27	28	0.97	1	Human	High	100.0	3
48.0	52.0	100	30	22	26	22	0.945	0	Plant	High	100.0	3
53.0	47.0	100	20	27	20	33	0.918	1	Human	High	100.0	3
56.0	44.0	100	25	19	24	32	0.882	0	Virus	Medium	100.0	2
43.0	57.0	100	32	25	23	20	0.662	1	Bacteria	Low	100.0	1
57.0	43.0	100	22	21	29	28	0.153	0	Virus	High	100.0	3
41.0	59.0	100	34	25	20	21	0.489	0	Virus	Low	100.0	1
49.0	51.0	100	29	22	26	23	0.17	0	Bacteria	Medium	100.0	2
47.0	53.0	100	30	23	20	27	0.709	0	Plant	Low	100.0	1
53.0	47.0	100	22	25	19	34	0.291	0	Plant	High	100.0	3
51.0	49.0	100	29	20	30	21	0.126	0	Virus	Medium	100.0	2
53.0	47.0	100	15	32	28	25	0.548	0	Plant	High	100.0	3
50.0	50.0	100	21	29	22	28	0.523	0	Plant	High	100.0	3
59.0	41.0	100	22	19	30	29	0.409	1	Bacteria	High	100.0	3
48.0	52.0	100	23	29	23	25	0.592	1	Bacteria	Low	100.0	1
48.0	52.0	100	28	24	27	21	0.827	1	Bacteria	Low	100.0	1
53.0	47.0	100	27	20	20	33	0.903	1	Bacteria	Medium	100.0	2
50.0	50.0	100	23	27	27	23	0.535	1	Bacteria	Medium	100.0	2
43.0	57.0	100	34	23	22	21	0.13	0	Human	Medium	100.0	2
53.0	47.0	100	25	22	27	26	0.643	0	Plant	High	100.0	3
47.0	53.0	100	23	30	19	28	0.234	0	Bacteria	Low	100.0	1
56.0	44.0	100	17	27	29	27	0.139	1	Virus	Low	100.0	1
55.0	45.0	100	23	22	28	27	0.895	1	Human	Medium	100.0	2
49.0	51.0	100	24	27	28	21	0.503	1	Human	Low	100.0	1
50.0	50.0	100	24	26	21	29	0.987	1	Virus	Low	100.0	1
47.0	53.0	100	28	25	20	27	0.367	1	Human	Low	100.0	1
50.0	50.0	100	27	23	23	27	0.386	1	Virus	High	100.0	3
48.0	52.0	100	30	22	25	23	0.782	1	Virus	Low	100.0	1
51.0	49.0	100	27	22	25	26	0.624	0	Plant	Low	100.0	1
52.0	48.0	100	19	29	24	28	0.978	1	Bacteria	Medium	100.0	2
51.0	49.0	100	24	25	30	21	0.701	1	Virus	High	100.0	3
52.0	48.0	100	24	24	26	26	0.366	1	Human	High	100.0	3
59.0	41.0	100	19	22	35	24	0.735	0	Plant	High	100.0	3
50.0	50.0	100	29	21	26	24	0.123	1	Plant	Low	100.0	1
50.0	50.0	100	27	23	26	24	0.658	1	Virus	Low	100.0	1
50.0	50.0	100	27	23	31	19	0.238	1	Bacteria	Medium	100.0	2
49.0	51.0	100	35	16	30	19	0.783	1	Human	High	100.0	3
49.0	51.0	100	23	28	27	22	0.535	0	Bacteria	High	100.0	3
56.0	44.0	100	30	14	28	28	0.149	0	Bacteria	High	100.0	3
55.0	45.0	100	28	17	27	28	0.397	0	Bacteria	Medium	100.0	2
54.0	46.0	100	20	26	32	22	0.762	0	Human	Low	100.0	1
51.0	49.0	100	18	31	30	21	0.233	0	Virus	Medium	100.0	2
57.0	43.0	100	20	23	25	32	0.701	1	Human	High	100.0	3
45.0	55.0	100	24	31	20	25	0.209	1	Plant	Medium	100.0	2
46.0	54.0	100	28	26	28	18	0.957	1	Bacteria	Medium	100.0	2
46.0	54.0	100	30	24	27	19	0.901	1	Plant	Medium	100.0	2
52.0	48.0	100	26	22	25	27	0.592	0	Human	Medium	100.0	2
57.0	43.0	100	19	24	30	27	0.561	1	Bacteria	High	100.0	3
57.0	43.0	100	23	20	30	27	0.115	0	Bacteria	Low	100.0	1
40.0	60.0	100	30	30	12	28	0.381	1	Plant	High	100.0	3
60.0	40.0	100	21	19	24	36	0.441	0	Human	Low	100.0	1
46.0	54.0	100	18	36	17	29	0.881	0	Virus	High	100.0	3
47.0	53.0	100	28	25	27	20	0.738	1	Virus	High	100.0	3
35.0	65.0	100	32	33	17	18	0.525	1	Bacteria	Medium	100.0	2
55.0	45.0	100	22	23	29	26	0.977	1	Bacteria	Medium	100.0	2
43.0	57.0	100	34	23	25	18	0.146	1	Bacteria	Low	100.0	1
50.0	50.0	100	31	19	19	31	0.951	0	Plant	Low	100.0	1
48.0	52.0	100	24	28	27	21	0.632	0	Human	Low	100.0	1
54.0	46.0	100	32	14	24	30	0.141	0	Human	Medium	100.0	2
53.0	47.0	100	21	26	24	29	0.284	0	Plant	High	100.0	3
39.0	61.0	100	36	25	22	17	0.395	0	Virus	Medium	100.0	2
44.0	56.0	100	31	25	24	20	0.531	1	Bacteria	Medium	100.0	2
43.0	57.0	100	24	33	21	22	0.626	0	Bacteria	High	100.0	3
53.0	47.0	100	22	25	24	29	0.592	0	Bacteria	High	100.0	3
51.0	49.0	100	23	26	19	32	0.713	1	Plant	Medium	100.0	2
50.0	50.0	100	24	26	27	23	0.677	1	Virus	High	100.0	3
52.0	48.0	100	25	23	26	26	0.433	1	Human	High	100.0	3
54.0	46.0	100	21	25	33	21	0.96	1	Bacteria	Medium	100.0	2
44.0	56.0	100	25	31	25	19	0.72	0	Bacteria	High	100.0	3
50.0	50.0	100	24	26	24	26	0.424	0	Plant	Medium	100.0	2
46.0	54.0	100	29	25	13	33	0.114	0	Plant	Medium	100.0	2
46.0	54.0	100	31	23	18	28	0.167	0	Virus	Medium	100.0	2
53.0	47.0	100	25	22	21	32	0.84	0	Plant	Medium	100.0	2
54.0	46.0	100	23	23	28	26	0.47	0	Human	Low	100.0	1
50.0	50.0	100	28	22	24	26	0.483	0	Bacteria	Low	100.0	1
57.0	43.0	100	22	21	26	31	0.813	0	Human	High	100.0	3
44.0	56.0	100	31	25	26	18	0.552	0	Virus	Low	100.0	1
54.0	46.0	100	24	22	34	20	0.103	1	Human	Low	100.0	1
46.0	54.0	100	31	23	26	20	0.584	0	Bacteria	Medium	100.0	2
51.0	49.0	100	26	23	23	28	0.915	0	Human	Low	100.0	1
47.0	53.0	100	31	22	20	27	0.378	1	Virus	High	100.0	3
55.0	45.0	100	20	25	30	25	0.646	1	Virus	Low	100.0	1
47.0	53.0	100	25	28	20	27	0.742	0	Bacteria	Medium	100.0	2
50.0	50.0	100	28	22	33	17	0.333	1	Plant	High	100.0	3
56.0	44.0	100	23	21	28	28	0.594	1	Plant	Low	100.0	1
43.0	57.0	100	24	33	20	23	0.119	0	Virus	Medium	100.0	2
48.0	52.0	100	23	29	26	22	0.282	1	Plant	High	100.0	3
63.0	37.0	100	12	25	30	33	0.916	0	Human	High	100.0	3
47.0	53.0	100	23	30	32	15	0.148	0	Plant	Medium	100.0	2
48.0	52.0	100	29	23	24	24	0.457	0	Human	High	100.0	3
54.0	46.0	100	22	24	34	20	0.384	0	Plant	Medium	100.0	2
62.0	38.0	100	22	16	29	33	0.916	1	Plant	High	100.0	3
46.0	54.0	100	27	27	21	25	0.621	1	Virus	Low	100.0	1
55.0	45.0	100	24	21	24	31	0.773	1	Bacteria	Low	100.0	1
51.0	49.0	100	30	19	30	21	0.455	1	Bacteria	Medium	100.0	2
46.0	54.0	100	33	21	22	24	0.638	1	Bacteria	High	100.0	3
56.0	44.0	100	24	20	29	27	0.599	0	Bacteria	High	100.0	3
49.0	51.0	100	23	28	28	21	0.254	1	Human	High	100.0	3
39.0	61.0	100	37	24	17	22	0.291	1	Virus	Low	100.0	1
52.0	48.0	100	20	28	23	29	0.34	0	Virus	Low	100.0	1
49.0	51.0	100	24	27	30	19	0.959	1	Virus	High	100.0	3
46.0	54.0	100	28	26	24	22	0.529	1	Virus	Medium	100.0	2
51.0	49.0	100	24	25	27	24	0.954	1	Human	Medium	100.0	2
50.0	50.0	100	21	29	27	23	0.239	1	Human	Low	100.0	1
49.0	51.0	100	24	27	19	30	0.963	1	Human	Low	100.0	1
45.0	55.0	100	33	22	19	26	0.79	1	Human	High	100.0	3
40.0	60.0	100	31	29	17	23	0.171	1	Plant	Medium	100.0	2
